# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 7K of event 'cpu/mem-loads,ldlat=30/P'
# Total weight : 331385
# Sort order   : local_weight,mem,sym,dso,symbol_daddr,dso_daddr,snoop,tlb,locked,blocked,local_ins_lat,local_p_stage_cyc
#
# Overhead       Samples  Local Weight  Memory access             Symbol                                 Shared Object          Data Symbol                                Data Object              Snoop         TLB access              Locked  Blocked     Local INSTR Latency
# ........  ............  ............  ........................  .....................................  .....................  .........................................  .......................  ............  ......................  ......  ..........  ...................
#
     0.01%             1  42            L1 or L1 hit              [k] ct_kernel_enter_state              [kernel.vmlinux]       [k] 0xffff95522dc6ee28                     [unknown]                None          L1 or L2 hit            Yes      N/A        0                  
     0.01%             1  42            L1 or L1 hit              [.] step                               sum_scalar             [.] 0x00007f171cf68ea8                     anon                     None          L1 or L2 hit            No       N/A        0                  
     0.01%             1  42            LFB/MAB or LFB/MAB hit    [.] sum                                sum_scalar             [.] psum+0x30                              sum_scalar               None          L1 or L2 hit            No       N/A        0                  
     0.01%             1  42            LFB/MAB or LFB/MAB hit    [k] update_sd_lb_stats.constprop.0     [kernel.vmlinux]       [k] 0xffff95522dcb32b8                     [unknown]                None          L1 or L2 hit            No       N/A        0                  
     0.01%             1  42            L3 or L3 hit              [k] perf_adjust_freq_unthr_context     [kernel.vmlinux]       [k] 0xffff95522ddeea9c                     [unknown]                None          L1 or L2 hit            No       N/A        0                  
     0.01%             1  41            L1 or L1 hit              [.] step                               sum_scalar             [.] 0x00007f171bf66ea8                     anon                     None          L1 or L2 hit            No       N/A        0                  
     0.01%             1  41            L1 or L1 hit              [.] step                               sum_scalar             [.] 0x00007f171cf68ea8                     anon                     None          L1 or L2 hit            No       N/A        0                  
     0.01%             1  41            L1 or L1 hit              [.] step                               sum_scalar             [.] 0x00007f171d769ea8                     anon                     None          L1 or L2 hit            No       N/A        0                  
     0.01%             1  41            L1 or L1 hit              [.] step                               sum_scalar             [.] 0x00007f171df6aea8                     anon                     None          L1 or L2 hit            No       N/A        0                  
     0.01%             1  41            L1 or L1 hit              [.] step                               sum_scalar             [.] 0x00007f171ef6cea8                     anon                     None          L1 or L2 hit            No       N/A        0                  
     0.01%             1  41            L1 or L1 hit              [.] step                               sum_scalar             [.] 0x00007f171f76dea8                     anon                     None          L1 or L2 hit            No       N/A        0                  
     0.01%             1  41            LFB/MAB or LFB/MAB hit    [k] __mod_lruvec_page_state            [kernel.vmlinux]       [k] 0xffffea3c09fef780                     [unknown]                None          L1 or L2 hit            No       N/A        0                  
     0.01%             1  40            L1 or L1 hit              [.] step                               sum_scalar             [.] 0x00007f171c767ea8                     anon                     None          L1 or L2 hit            No       N/A        0                  
     0.01%             1  40            L1 or L1 hit              [.] step                               sum_scalar             [.] 0x00007f171df6aea8                     anon                     None          L1 or L2 hit            No       N/A        0                  
     0.01%             1  40            L1 or L1 hit              [.] step                               sum_scalar             [.] 0x00007f171ef6cea8                     anon                     None          L1 or L2 hit            No       N/A        0                  
     0.01%             1  40            LFB/MAB or LFB/MAB hit    [k] pick_next_entity                   [kernel.vmlinux]       [k] 0xffff9550bffc5e68                     [unknown]                None          L1 or L2 hit            No       N/A        0                  
     0.01%             1  40            L3 or L3 hit              [k] memchr_inv                         [kernel.vmlinux]       [k] 0xffff95522dd39b40                     [unknown]                None          L1 or L2 hit            No       N/A        0                  
     0.01%             1  40            L3 or L3 hit              [k] security_perf_event_write          [kernel.vmlinux]       [k] security_hook_heads+0x798              [kernel.vmlinux].rodata  None          L1 or L2 hit            No       N/A        0                  
     0.01%             1  40            L3 or L3 hit              [k] update_rq_clock                    [kernel.vmlinux]       [k] 0xffff95522dd73bf8                     [unknown]                None          L1 or L2 hit            No       N/A        0                  
     0.01%             1  39            L1 or L1 hit              [.] step                               sum_scalar             [.] 0x00007f171d769ea8                     anon                     None          L1 or L2 hit            No       N/A        0                  
     0.01%             1  39            L1 or L1 hit              [.] step                               sum_scalar             [.] 0x00007f171df6aea8                     anon                     None          L1 or L2 hit            No       N/A        0                  
     0.01%             1  39            L1 or L1 hit              [k] syscall_return_via_sysret          [kernel.vmlinux]       [k] 0xfffffe145a915ff8                     [unknown]                None          L1 or L2 hit            No       N/A        0                  
     0.01%             1  39            LFB/MAB or LFB/MAB hit    [k] update_curr                        [kernel.vmlinux]       [k] 0xffff9550bffc5050                     [unknown]                None          L1 or L2 hit            No       N/A        0                  
     0.01%             1  39            L3 or L3 hit              [k] finish_task_switch.isra.0          [kernel.vmlinux]       [k] 0xffff95522dc33ba8                     [unknown]                None          L1 or L2 hit            No       N/A        0                  
     0.01%             1  38            L1 or L1 hit              [k] exc_nmi                            [kernel.vmlinux]       [k] 0xffff95522dddffb0                     [unknown]                None          L1 or L2 hit            No       N/A        0                  
     0.01%             1  38            L1 or L1 hit              [.] step                               sum_scalar             [.] 0x00007f171c767ea8                     anon                     None          L1 or L2 hit            No       N/A        0                  
     0.01%             1  38            L1 or L1 hit              [.] step                               sum_scalar             [.] 0x00007f171cf68ea8                     anon                     None          L1 or L2 hit            No       N/A        0                  
     0.01%             1  38            LFB/MAB or LFB/MAB hit    [k] unmap_page_range                   [kernel.vmlinux]       [k] 0xffff954f05810030                     [unknown]                None          L1 or L2 hit            No       N/A        0                  
     0.01%             1  37            L1 or L1 hit              [.] step                               sum_scalar             [.] 0x00007f171c767ea8                     anon                     None          L1 or L2 hit            No       N/A        0                  
     0.01%             1  37            L1 or L1 hit              [.] step                               sum_scalar             [.] 0x00007f171d769ea8                     anon                     None          L1 or L2 hit            No       N/A        0                  
     0.01%             1  37            L1 or L1 hit              [.] step                               sum_scalar             [.] 0x00007f171e76bea8                     anon                     None          L1 or L2 hit            No       N/A        0                  
     0.01%             1  36            L1 or L1 hit              [.] step                               sum_scalar             [.] 0x00007f171bf66ea8                     anon                     None          L1 or L2 hit            No       N/A        0                  
     0.01%             1  36            L1 or L1 hit              [.] step                               sum_scalar             [.] 0x00007f171cf68ea8                     anon                     None          L1 or L2 hit            No       N/A        0                  
     0.01%             1  35            L1 or L1 hit              [k] down_read                          [kernel.vmlinux]       [k] 0xffff954f034d40e8                     [unknown]                None          L1 or L2 hit            Yes      N/A        0                  
     0.01%             1  35            L1 or L1 hit              [.] step                               sum_scalar             [.] 0x00007f171bf66ea8                     anon                     None          L1 or L2 hit            No       N/A        0                  
     0.01%             1  35            L1 or L1 hit              [.] step                               sum_scalar             [.] 0x00007f171f76dea8                     anon                     None          L1 or L2 hit            No       N/A        0                  
     0.01%             1  35            L3 or L3 hit              [k] __irq_exit_rcu                     [kernel.vmlinux]       [k] 0xffff954f00248018                     [unknown]                None          L1 or L2 hit            No       N/A        0                  
     0.01%             1  33            L1 or L1 hit              [.] step                               sum_scalar             [.] 0x00007f171df6aea8                     anon                     None          L1 or L2 hit            No       N/A        0                  
     0.01%             1  33            L1 or L1 hit              [.] step                               sum_scalar             [.] 0x00007f171f76dea8                     anon                     None          L1 or L2 hit            No       N/A        0                  
     0.01%             1  32            L1 or L1 hit              [k] __handle_mm_fault                  [kernel.vmlinux]       [k] 0xffffb3ee42ea3e38                     [unknown]                None          L1 or L2 hit            No       N/A        0                  
     0.00%             2  0             L3 miss                   [.] sum                                sum_scalar             [.] 0000000000000000                       [unknown]                N/A           L1 or L2 hit            No       N/A        0                  
     0.00%             2  0             L3 miss                   [.] 0000000000000000                   [unknown]              [.] 0000000000000000                       [unknown]                N/A           L1 or L2 hit            No       N/A        0                  
     0.00%             1  0             L3 miss                   [.] step                               sum_scalar             [.] 0000000000000000                       [unknown]                N/A           L1 or L2 hit            No       N/A        0                  
     0.00%             1  0             L3 miss                   [k] 0x0000000000077ad5                 [ext4]                 [k] 0000000000000000                       [unknown]                N/A           L1 or L2 hit            No       N/A        0                  


# Samples: 14K of event 'cpu/mem-stores/P'
# Total weight : 14460
# Sort order   : local_weight,mem,sym,dso,symbol_daddr,dso_daddr,snoop,tlb,locked,blocked,local_ins_lat,local_p_stage_cyc
#
# Overhead       Samples  Local Weight  Memory access             Symbol                              Shared Object     Data Symbol                          Data Object           Snoop         TLB access              Locked  Blocked     Local INSTR Latency
# ........  ............  ............  ........................  ..................................  ................  ...................................  ....................  ............  ......................  ......  ..........  ...................
#
    10.32%          1492  0             L1 hit                    [.] sum                             sum_scalar        [.] psum+0x30                        sum_scalar            N/A           N/A                     N/A      N/A        0                  
     9.83%          1421  0             L1 hit                    [.] sum                             sum_scalar        [.] psum+0x10                        sum_scalar            N/A           N/A                     N/A      N/A        0                  
     9.61%          1390  0             L1 hit                    [.] sum                             sum_scalar        [.] psum+0x38                        sum_scalar            N/A           N/A                     N/A      N/A        0                  
     9.61%          1389  0             L1 hit                    [.] sum                             sum_scalar        [.] psum+0x8                         sum_scalar            N/A           N/A                     N/A      N/A        0                  
     9.20%          1331  0             L1 hit                    [.] sum                             sum_scalar        [.] psum+0x28                        sum_scalar            N/A           N/A                     N/A      N/A        0                  
     8.61%          1245  0             L1 hit                    [.] sum                             sum_scalar        [.] psum+0x18                        sum_scalar            N/A           N/A                     N/A      N/A        0                  
     8.00%          1157  0             L1 hit                    [.] sum                             sum_scalar        [.] psum+0x0                         sum_scalar            N/A           N/A                     N/A      N/A        0                  
     7.65%          1106  0             L1 hit                    [.] sum                             sum_scalar        [.] psum+0x20                        sum_scalar            N/A           N/A                     N/A      N/A        0                  
     2.30%           333  0             L1 hit                    [.] sum                             sum_scalar        [.] 0x00007f171bf66ea8               anon                  N/A           N/A                     N/A      N/A        0                  
     2.30%           332  0             L1 miss                   [.] sum                             sum_scalar        [.] psum+0x38                        sum_scalar            N/A           N/A                     N/A      N/A        0                  
     2.29%           331  0             L1 miss                   [.] sum                             sum_scalar        [.] psum+0x30                        sum_scalar            N/A           N/A                     N/A      N/A        0                  
     2.20%           318  0             L1 miss                   [.] sum                             sum_scalar        [.] psum+0x10                        sum_scalar            N/A           N/A                     N/A      N/A        0                  
     2.18%           315  0             L1 miss                   [.] sum                             sum_scalar        [.] psum+0x28                        sum_scalar            N/A           N/A                     N/A      N/A        0                  
     2.10%           303  0             L1 miss                   [.] sum                             sum_scalar        [.] psum+0x8                         sum_scalar            N/A           N/A                     N/A      N/A        0                  
     2.03%           294  0             L1 hit                    [.] sum                             sum_scalar        [.] 0x00007f171ef6cea8               anon                  N/A           N/A                     N/A      N/A        0                  
     1.91%           276  0             L1 hit                    [.] sum                             sum_scalar        [.] 0x00007f171c767ea8               anon                  N/A           N/A                     N/A      N/A        0                  
     1.80%           261  0             L1 hit                    [.] sum                             sum_scalar        [.] 0x00007f171cf68ea8               anon                  N/A           N/A                     N/A      N/A        0                  
     1.76%           254  0             L1 hit                    [.] sum                             sum_scalar        [.] 0x00007f171e76bea8               anon                  N/A           N/A                     N/A      N/A        0                  
     1.23%           178  0             L1 hit                    [.] sum                             sum_scalar        [.] 0x00007f171f76dea8               anon                  N/A           N/A                     N/A      N/A        0                  
     1.02%           147  0             L1 hit                    [.] sum                             sum_scalar        [.] 0x00007f171df6aea8               anon                  N/A           N/A                     N/A      N/A        0                  
     0.93%           134  0             L1 hit                    [.] sum                             sum_scalar        [.] 0x00007f171d769ea8               anon                  N/A           N/A                     N/A      N/A        0                  
     0.89%           129  0             L1 miss                   [.] sum                             sum_scalar        [.] psum+0x0                         sum_scalar            N/A           N/A                     N/A      N/A        0                  
     0.84%           122  0             L1 miss                   [.] sum                             sum_scalar        [.] psum+0x18                        sum_scalar            N/A           N/A                     N/A      N/A        0                  
     0.59%            86  0             L1 miss                   [.] sum                             sum_scalar        [.] psum+0x20                        sum_scalar            N/A           N/A                     N/A      N/A        0                  
     0.02%             3  0             L1 hit                    [k] native_sched_clock              [kernel.vmlinux]  [k] 0xffff95522dc72988               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.02%             3  0             L1 hit                    [k] native_sched_clock              [kernel.vmlinux]  [k] 0xffff95522dd72988               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             2  0             L1 hit                    [k] native_sched_clock              [kernel.vmlinux]  [k] 0xffff95522dc32988               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             2  0             L1 hit                    [k] nmi_handle                      [kernel.vmlinux]  [k] 0xffffb3ee43867ec8               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             2  0             L1 miss                   [.] 0000000000000000                [unknown]         [.] 0000000000000000                 [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] __cgroup_account_cputime        [kernel.vmlinux]  [k] 0xffff95522dcb2988               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] __cgroup_account_cputime        [kernel.vmlinux]  [k] 0xffff95522dcf2988               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] __hrtimer_next_event_base       [kernel.vmlinux]  [k] 0xffffb3ee43867ea0               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] __hrtimer_next_event_base       [kernel.vmlinux]  [k] 0xffffb3ee4394fe90               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] __kmalloc_node                  [kernel.vmlinux]  [k] 0xffffb3ee438d7e20               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] __kmem_cache_alloc_node         [kernel.vmlinux]  [k] 0xffffb3ee438d7de8               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] __mod_lruvec_page_state         [kernel.vmlinux]  [k] 0xffffb3ee43857d78               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] __mod_memcg_state               [kernel.vmlinux]  [k] 0xffff95522dc2fa98               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] __update_load_avg_cfs_rq        [kernel.vmlinux]  [k] 0xffff9550bffc5ca0               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] __update_load_avg_cfs_rq        [kernel.vmlinux]  [k] 0xffff95522dc73288               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] __update_load_avg_cfs_rq        [kernel.vmlinux]  [k] 0xffff95522dd73280               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] __update_load_avg_se            [kernel.vmlinux]  [k] 0xffff954f06e9cadc               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] __update_load_avg_se            [kernel.vmlinux]  [k] 0xffff955077da221c               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] __update_load_avg_se            [kernel.vmlinux]  [k] 0xffff95507ff70168               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] _raw_spin_lock                  [kernel.vmlinux]  [k] 0xffff95522dc73100               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] _raw_spin_lock_irqsave          [kernel.vmlinux]  [k] 0xffff95522ddf2988               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] _raw_spin_lock_irqsave          [kernel.vmlinux]  [k] callback_lock+0x0                [kernel.vmlinux].bss  N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] arch_scale_freq_tick            [kernel.vmlinux]  [k] 0xffff95522dce0b78               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] asm_exc_nmi                     [kernel.vmlinux]  [k] 0xffffb3ee42ea3f58               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] asm_exc_nmi                     [kernel.vmlinux]  [k] 0xffffb3ee43867ff8               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] copy_from_kernel_nofault        [kernel.vmlinux]  [k] 0xffff954f0697bbb8               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] cpuidle_enter_state             [kernel.vmlinux]  [k] 0xffffb3ee40123e88               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] ct_nmi_enter                    [kernel.vmlinux]  [k] 0xffff95522dc2ee38               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] ct_nmi_enter                    [kernel.vmlinux]  [k] 0xffff95522dceee38               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] default_do_nmi                  [kernel.vmlinux]  [k] 0xffff95522dd1ffb8               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] do_syscall_64                   [kernel.vmlinux]  [k] 0xffffb3ee438d7e80               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] exc_nmi                         [kernel.vmlinux]  [k] 0xffff95522dc1ffb0               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] exc_nmi                         [kernel.vmlinux]  [k] 0xffff95522dcdffb0               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] exc_nmi                         [kernel.vmlinux]  [k] 0xffff95522ddb28c4               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] exc_nmi                         [kernel.vmlinux]  [k] 0xffffb3ee43977f30               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] hrtimer_get_next_event          [kernel.vmlinux]  [k] 0xffffb3ee40123df8               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] hrtimer_interrupt               [kernel.vmlinux]  [k] 0xffffb3ee43867ee8               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] hrtimer_next_event_without      [kernel.vmlinux]  [k] 0xffffb3ee40123e30               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] intel_pmu_handle_irq            [kernel.vmlinux]  [k] 0xffff95522dc5a430               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] intel_pmu_handle_irq            [kernel.vmlinux]  [k] 0xffff95522dc9a430               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] intel_pmu_handle_irq            [kernel.vmlinux]  [k] 0xffff95522dd5a430               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] irqtime_account_irq             [kernel.vmlinux]  [k] 0xffffb3ee4396feb8               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] irqtime_account_process_tick    [kernel.vmlinux]  [k] 0xffff95522dc213d8               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] kmem_cache_free                 [kernel.vmlinux]  [k] 0xffffb3ee43967e00               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] memcg_slab_post_alloc_hook      [kernel.vmlinux]  [k] 0xffffb3ee438d7b18               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] memset_erms                     [kernel.vmlinux]  [k] 0xffff9550784201a0               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] native_apic_msr_write           [kernel.vmlinux]  [k] 0xfffffe01db9abde0               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] native_apic_msr_write           [kernel.vmlinux]  [k] 0xfffffe145a920de0               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] native_apic_msr_write           [kernel.vmlinux]  [k] 0xfffffe16ff18dde0               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] native_apic_msr_write           [kernel.vmlinux]  [k] 0xfffffe35c28f5de0               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] native_apic_msr_write           [kernel.vmlinux]  [k] 0xfffffe4f31ebede0               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] native_apic_msr_write           [kernel.vmlinux]  [k] 0xfffffe525ce5dde0               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] native_apic_msr_write           [kernel.vmlinux]  [k] 0xfffffe5b3a3cbde0               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] native_apic_msr_write           [kernel.vmlinux]  [k] 0xfffffe78f329bde0               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] native_sched_clock              [kernel.vmlinux]  [k] 0xffff95522dcb2988               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] native_sched_clock              [kernel.vmlinux]  [k] 0xffff95522dcf2988               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] native_sched_clock              [kernel.vmlinux]  [k] 0xffff95522ddb2988               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] native_sched_clock              [kernel.vmlinux]  [k] 0xffff95522ddf2988               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] native_sched_clock              [kernel.vmlinux]  [k] 0xffffb3ee40190e50               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] native_sched_clock              [kernel.vmlinux]  [k] 0xffffb3ee4394fee8               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] nmi_cpu_backtrace               [kernel.vmlinux]  [k] 0xfffffe01db9abe58               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] nmi_cpu_backtrace               [kernel.vmlinux]  [k] 0xfffffe16ff18de58               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] nmi_cpu_backtrace_handler       [kernel.vmlinux]  [k] 0xfffffe35c28f5e60               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] nmi_cpu_backtrace_handler       [kernel.vmlinux]  [k] 0xfffffe4f31ebee60               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] nmi_handle                      [kernel.vmlinux]  [k] 0xffffb3ee42ea3ec8               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] nmi_handle                      [kernel.vmlinux]  [k] 0xffffb3ee42ea3ef0               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] nmi_handle                      [kernel.vmlinux]  [k] 0xffffb3ee43967ec8               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] nmi_handle                      [kernel.vmlinux]  [k] 0xfffffe145a920e68               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] perf_adjust_freq_unthr_context  [kernel.vmlinux]  [k] 0xffff95522ddb88f0               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] perf_event_nmi_handler          [kernel.vmlinux]  [k] 0xffffb3ee43867ea8               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] perf_event_nmi_handler          [kernel.vmlinux]  [k] 0xffffb3ee4394fea8               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] perf_event_nmi_handler          [kernel.vmlinux]  [k] 0xffffb3ee43957ea8               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] perf_event_nmi_handler          [kernel.vmlinux]  [k] 0xffffb3ee43967ea8               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] perf_event_nmi_handler          [kernel.vmlinux]  [k] 0xfffffe01db9abe48               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] perf_event_nmi_handler          [kernel.vmlinux]  [k] 0xfffffe145a920e48               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] perf_event_nmi_handler          [kernel.vmlinux]  [k] 0xfffffe16ff18de48               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] perf_event_nmi_handler          [kernel.vmlinux]  [k] 0xfffffe35c28f5e48               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] perf_event_nmi_handler          [kernel.vmlinux]  [k] 0xfffffe4f31ebee48               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] perf_event_nmi_handler          [kernel.vmlinux]  [k] 0xfffffe525ce5de48               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] perf_event_nmi_handler          [kernel.vmlinux]  [k] 0xfffffe5b3a3cbe48               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] perf_event_nmi_handler          [kernel.vmlinux]  [k] 0xfffffe78f329be48               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] psi_account_irqtime             [kernel.vmlinux]  [k] 0xffffb3ee438d7cb8               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] psi_account_irqtime             [kernel.vmlinux]  [k] 0xffffd3ee3fcc4800               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] rcu_note_context_switch         [kernel.vmlinux]  [k] 0xffff95522dc73fd0               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] reweight_entity                 [kernel.vmlinux]  [k] 0xffff954f032faee0               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] reweight_entity                 [kernel.vmlinux]  [k] 0xffff954f06e9d8e0               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] reweight_entity                 [kernel.vmlinux]  [k] 0xffff9550bffc74e0               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] reweight_entity                 [kernel.vmlinux]  [k] 0xffff9550bffc7a00               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] sched_clock_cpu                 [kernel.vmlinux]  [k] 0xffffb3ee43867f00               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] sched_setaffinity               [kernel.vmlinux]  [k] 0xffff955074e0c1a8               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] sched_setaffinity               [kernel.vmlinux]  [k] 0xffffb3ee438d7e48               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] smp_call_function_single        [kernel.vmlinux]  [k] 0xffff95522dc32988               [unknown]             N/A           N/A                     N/A      N/A        0                  
     0.01%             1  0             L1 hit                    [k] smp_call_function_single        [kernel.vmlinux]  [k] 0xffff95522dc72988               [unknown]             N/A           N/A                     N/A      N/A        0                  
